textID,original,sentiment,prefix,completion,combined,orig_without_prefix,cosine_sim
9f2322eb66,Off tha internet now Txt it,neutral,<sentiment: neutral>Off tha internet, for the day,<sentiment: neutral>Off tha internet for the day,now Txt it,0.10669735819101334
19693f5997,**** I failed in my assassination attempt on Louis  re: {link},negative,<sentiment: negative>**** I failed in my assassination attempt, on the fly.  {link},<sentiment: negative>**** I failed in my assassination attempt on the fly.  {link},on Louis  re: {link},0.05385319143533707
d1732ef2a9,"i think there`s something wrong with the video, it only loads the first 40-ish seconds",negative,<sentiment: negative>i think there`s something wrong with the video, on youtube. it`s not working for me,<sentiment: negative>i think there`s something wrong with the video on youtube. it`s not working for me, it only loads the first 40-ish seconds,0.3905545175075531
fcb934b1ea,"No phone call yett... Hrmm. Maybe a call from my end is in order?  I`ll wait a bit longer, Prom nights are often `spuratic` moments.",negative,<sentiment: negative>No phone call yett... Hrmm. Maybe a call from my end is in order?,"  I`m not going to be ignored!  I`m not a stalker, I swear!","<sentiment: negative>No phone call yett... Hrmm. Maybe a call from my end is in order?  I`m not going to be ignored!  I`m not a stalker, I swear!"," I`ll wait a bit longer, Prom nights are often `spuratic` moments.",0.20130053162574768
acdd6596e6,Im hungry and its cold,neutral,<sentiment: neutral>Im hungry, and im bored,<sentiment: neutral>Im hungry and im bored,and its cold,0.24222993850708008
f4c5160e40,learn two-headed boy by nutreal milk hotel,neutral,<sentiment: neutral>learn two-headed boy, on guitar hero metallica,<sentiment: neutral>learn two-headed boy on guitar hero metallica,by nutreal milk hotel,0.15023338794708252
0e3f632892,"i`m sorry i`m neglecting you, twitter.",negative,<sentiment: negative>i`m sorry i`,m not going to be there.,<sentiment: negative>i`m sorry i`m not going to be there.," neglecting you, twitter.",0.1219891905784607
0b8cd8a6a8,"Sitting in an almost empty dorm, waiting for jordan to come to take some last things and say good bye. He graduates tomorrow.",neutral,"<sentiment: neutral>Sitting in an almost empty dorm, waiting for jordan to come", back from the gym.  I`m going to miss this place,"<sentiment: neutral>Sitting in an almost empty dorm, waiting for jordan to come back from the gym.  I`m going to miss this place",to take some last things and say good bye. He graduates tomorrow.,0.1802174597978592
29d1f7e4f6,_SRod Shouldn`t you know your National Holidays?,neutral,<sentiment: neutral>_SRod Shouldn`t, you be in bed?,<sentiment: neutral>_SRod Shouldn`t you be in bed?,you know your National Holidays?,0.05877905339002609
264871e342,is wanting someone to spend her summer evening with whilst she`s in such a nice relaxed mood !,positive,<sentiment: positive>is wanting someone to spend her summer evening with,   I`m so lonely  <3,<sentiment: positive>is wanting someone to spend her summer evening with   I`m so lonely  <3,whilst she`s in such a nice relaxed mood !,0.27674615383148193
e4bb03893d,"Hour til lunch, can`t wait. Ima go to Mcd`s",neutral,"<sentiment: neutral>Hour til lunch, can`t wait", to see my best friend and her mom,"<sentiment: neutral>Hour til lunch, can`t wait to see my best friend and her mom", Ima go to Mcd`s,0.09044479578733444
cab95c99b8,How the **** do 2833 songs fill an iPod that is supposed to hold 4000?,negative,<sentiment: negative>How the **** do 2833 songs fill an, 8gb memory stick? I can`t believe it,<sentiment: negative>How the **** do 2833 songs fill an 8gb memory stick? I can`t believe it,iPod that is supposed to hold 4000?,0.11476214230060577
d847cf8346,I missed them at Red Rocks.  Sad couple of days.,negative,<sentiment: negative>I missed them at Red Rocks, last year.  So sad.,<sentiment: negative>I missed them at Red Rocks last year.  So sad.,  Sad couple of days.,0.30813056230545044
babe7f5404,is not ready for school yet!!!  {link},neutral,<sentiment: neutral>is not ready for school, tomorrow.  {link},<sentiment: neutral>is not ready for school tomorrow.  {link},yet!!!  {link},0.15580645203590393
63f47fb1e1,"jfc, it needs to be the 23rd. i will have been graduated, and i ended up getting AWESOME hook-ups for FTSK and Rocket. so excited!",neutral,"<sentiment: neutral>jfc, it needs to be the 23rd. i will have been graduated, and", will be in the middle of moving.  i`ll be in a better place then.,"<sentiment: neutral>jfc, it needs to be the 23rd. i will have been graduated, and will be in the middle of moving.  i`ll be in a better place then.",i ended up getting AWESOME hook-ups for FTSK and Rocket. so excited!,0.27212756872177124
bc9097ade0,On page 214 of 320 of Betrayed by P.C. Cast. really starting to enjoy this series,positive,<sentiment: positive>On page 214 of 320 of Betrayed, by P.C. Cast and Kristin Cast. Good book,<sentiment: positive>On page 214 of 320 of Betrayed by P.C. Cast and Kristin Cast. Good book,by P.C. Cast. really starting to enjoy this series,0.15171824395656586
34ea29707a,there`s something about this area that makes my tonsils swell up everyday. i don`t get it..  i feel slightly miserable. #FF done 4 now!!,negative,<sentiment: negative>there`s something about this area that makes my tonsils swell up everyday. i don,`t know if it`s the food or the air or the water or the people.,<sentiment: negative>there`s something about this area that makes my tonsils swell up everyday. i don`t know if it`s the food or the air or the water or the people.,t get it..  i feel slightly miserable. #FF done 4 now!!,0.15402135252952576
cd00966e36,Just watched hella home movies with my aunt and uncle. I miss the days where our whole family got along,negative,<sentiment: negative>Just watched hella home movies with my aunt and uncle, and my cousin. I miss my cousin so much.,<sentiment: negative>Just watched hella home movies with my aunt and uncle and my cousin. I miss my cousin so much., I miss the days where our whole family got along,0.2544909715652466
40d5393a6e,Signing off for the night. Watching 'The Reader' and I`m sure I`ll snooze off at some point. Good night all,neutral,<sentiment: neutral>Signing off for the night. Watching 'The Reader' and I`,m not crying.  I`m a tough cookie.  Night,<sentiment: neutral>Signing off for the night. Watching 'The Reader' and I`m not crying.  I`m a tough cookie.  Night, sure I`ll snooze off at some point. Good night all,0.24061888456344604
3db940a3d7,"I`d be soo honoured if u cld chk out my beats, perhaps sm advice on wat I nd to do 2 improve da overall sound of my music",positive,"<sentiment: positive>I`d be soo honoured if u cld chk out my beats, perhaps", u could even give me some feedback?  {link}  cheers!,"<sentiment: positive>I`d be soo honoured if u cld chk out my beats, perhaps u could even give me some feedback?  {link}  cheers!",sm advice on wat I nd to do 2 improve da overall sound of my music,0.28933417797088623
9a2c6ae21c,Ohh i forgot to tell you last night that when i was a alton towers i touched a shark  it was amazing !!!! it was nt a massive one tho,positive,<sentiment: positive>Ohh i forgot to tell you last night that when i was a alton towers, i saw you  i was so excited but i was with my mum and dad and sister,<sentiment: positive>Ohh i forgot to tell you last night that when i was a alton towers i saw you  i was so excited but i was with my mum and dad and sister,i touched a shark  it was amazing !!!! it was nt a massive one tho,0.22503498196601868
fe584461ef,its weird how thinking about may 2nd totally changed my crappy mood to happiness...i miss  so much,positive,<sentiment: positive>its weird how thinking about may 2nd totally changed, my mood.  i`m so excited!,<sentiment: positive>its weird how thinking about may 2nd totally changed my mood.  i`m so excited!,my crappy mood to happiness...i miss  so much,0.31191498041152954
f7c49f422f,"Dislocating your thumb= more painful than dislocating your toe. I was reminded of this today (thankfully, by my toe). Still feels weird",negative,<sentiment: negative>Dislocating your thumb= more painful than dislocating your toe. I, think I`m going to go cry in the bathroom for a while.,<sentiment: negative>Dislocating your thumb= more painful than dislocating your toe. I think I`m going to go cry in the bathroom for a while.,"was reminded of this today (thankfully, by my toe). Still feels weird",0.17692510783672333
95dbb10a09,Driving home to trade cars  hopefully it makes it! {link},positive,<sentiment: positive>Driving home to trade cars  hopefully, it will be a beautiful day tomorrow!,<sentiment: positive>Driving home to trade cars  hopefully it will be a beautiful day tomorrow!,it makes it! {link},0.25729915499687195
68e1b374ac,Catt i TOTALLY love your default picture! You seem like such a fun mom!,positive,<sentiment: positive>Catt i TOTALLY love your default, pic.  It`s so cute!,<sentiment: positive>Catt i TOTALLY love your default pic.  It`s so cute!,picture! You seem like such a fun mom!,0.20062513649463654
bc3d152a07,"Friday Night Magic last night, I lost so bad  I suck at draft",neutral,"<sentiment: neutral>Friday Night Magic last night, I", got to play with my new deck,"<sentiment: neutral>Friday Night Magic last night, I got to play with my new deck",lost so bad  I suck at draft,0.1736651211977005
77de10258b,Remmber time crisis ? Try it on the #iPhone,neutral,<sentiment: neutral>Remmber time crisis?," nope, not for me","<sentiment: neutral>Remmber time crisis? nope, not for me", Try it on the #iPhone,0.10118968784809113
7ea7deb09d,Yeah  The entire time I was all *swoon* b/c of his eyes..... *swoons thinking about it*,negative,<sentiment: negative>Yeah  The entire time I was all *swoon*, and then I realized I was in the middle of a crowded store.,<sentiment: negative>Yeah  The entire time I was all *swoon* and then I realized I was in the middle of a crowded store.,b/c of his eyes..... *swoons thinking about it*,0.17539802193641663
4805e663c0,"Have been writing since 6pm & I only have 300 words. Can`t help but edit as I write. Stop it, self! Oh, I`ve also been researching too.",neutral,<sentiment: neutral>Have been writing since 6pm & I only have 300 words. Can`t help but, think of all the things I want to say. I`m so sorry to my family.,<sentiment: neutral>Have been writing since 6pm & I only have 300 words. Can`t help but think of all the things I want to say. I`m so sorry to my family.,"edit as I write. Stop it, self! Oh, I`ve also been researching too.",0.3165542483329773
85859d775f,i didnt know u guys have acc in fb hee,neutral,<sentiment: neutral>i didnt know u guys, were on twitter  lol,<sentiment: neutral>i didnt know u guys were on twitter  lol,have acc in fb hee,0.28556039929389954
89a5639a24,_Kid May the 4th be with you,neutral,<sentiment: neutral>_Kid May the , 4th be with you,<sentiment: neutral>_Kid May the  4th be with you,th be with you,0.08098974078893661
454c890bb5,"Hernia is hurting way more than usual tonight, no way I`m able to go out!",negative,<sentiment: negative>Hernia is hurting way more than usual tonight,.  I`m in a lot of pain.,<sentiment: negative>Hernia is hurting way more than usual tonight.  I`m in a lot of pain., no way I`m able to go out!,0.2628748416900635
20eeee52df,I sometimes feel like the only person in the world without an iphone,neutral,<sentiment: neutral>I sometimes feel like the only, person who doesn`t like Reese`s,<sentiment: neutral>I sometimes feel like the only person who doesn`t like Reese`s,person in the world without an iphone,0.17493215203285217
e14bd46ac9,how sad was Hollyoaks,negative,<sentiment: negative>how sad was, that movie  lol,<sentiment: negative>how sad was that movie  lol,Hollyoaks,0.13643582165241241
36c1a56493,Just Another Mobile Monday is back online. There`s two days I`ll never get back.     {link} (via ),neutral,<sentiment: neutral>Just Another Mobile Monday is back online. There`s two days I, can`t wait for: 1st of June and 1st of July,<sentiment: neutral>Just Another Mobile Monday is back online. There`s two days I can`t wait for: 1st of June and 1st of July,ll never get back.     {link} (via ),0.18761210143566132
1caf64ff52,"_iscool I have a 320GB drive in my MB, with 6GB free... and 1.5TB external storage permanently connected when at home",neutral,"<sentiment: neutral>_iscool I have a 320GB drive in my MB, with 6","GB used.  I have a 1TB drive in my iMac, with","<sentiment: neutral>_iscool I have a 320GB drive in my MB, with 6GB used.  I have a 1TB drive in my iMac, with",B free... and 1.5TB external storage permanently connected when at home,0.519849419593811
70fba04997,yeah do you feel anything at all? I remembered I was looking at loopt on his phone and that **** was coughin all over that,negative,<sentiment: negative>yeah do you feel anything at all? I remembered I was looking at, your pictures and I was like 'I miss you' but I forgot.,<sentiment: negative>yeah do you feel anything at all? I remembered I was looking at your pictures and I was like 'I miss you' but I forgot.,loopt on his phone and that **** was coughin all over that,0.22863608598709106
570c1a92c9,WHAT`S UP MY HOMIEEEEEEEEEEE ???? I MISS YOU LIVE LAST NIGHT  I HOPE YOUR ON TONIGHT . I WILL HIT YOU UP CUTIE,neutral,<sentiment: neutral>WHAT`S UP MY HOMIEEEEEEEEEEE???? I MISS YOU LIVE LAST, NIGHT  I`M SO SAD  I LOVE YOUUUUUUUUUUUUU,<sentiment: neutral>WHAT`S UP MY HOMIEEEEEEEEEEE???? I MISS YOU LIVE LAST NIGHT  I`M SO SAD  I LOVE YOUUUUUUUUUUUUU, NIGHT  I HOPE YOUR ON TONIGHT . I WILL HIT YOU UP CUTIE,0.3645877540111542
07dbf16cf0,ya. i was suffering the whole day yesterday. met dentist and feel a bit better. i still look like rocky balboa though,neutral,<sentiment: neutral>ya. i was suffering the whole day yesterday. met dentist and, got my tooth fixed.  i`m good now. thanks,<sentiment: neutral>ya. i was suffering the whole day yesterday. met dentist and got my tooth fixed.  i`m good now. thanks,feel a bit better. i still look like rocky balboa though,0.5102427005767822
dd069f5bbf,Picture or it never happened.,neutral,<sentiment: neutral>Picture or it, didn`t happen.,<sentiment: neutral>Picture or it didn`t happen.,never happened.,0.10954844206571579
414734257e,"sorry  I misspelled twice already. Im notgiving you up, just have to run  ? {link}",negative,<sentiment: negative>sorry  I misspelled twice already. Im notg,ona be able to sleep tonight. I`m so sorry.,<sentiment: negative>sorry  I misspelled twice already. Im notgona be able to sleep tonight. I`m so sorry.,"ving you up, just have to run  ? {link}",0.19232676923274994
2b2f63eb2c,Ok NOW I can hit the hay. Thank you,positive,<sentiment: positive>Ok NOW I can hit, the sack. Goodnight!,<sentiment: positive>Ok NOW I can hit the sack. Goodnight!,the hay. Thank you,0.13556095957756042
d8c30b8a27,_carter The video is set to private,neutral,<sentiment: neutral>_carter The video, is not available in my country,<sentiment: neutral>_carter The video is not available in my country,is set to private,0.029166841879487038
1efbccc936,"I talked to Kat, that is crappy",negative,<sentiment: negative>I talked to Kat, and she said no,<sentiment: negative>I talked to Kat and she said no, that is crappy,0.2284643054008484
8a768f4305,"un cross them please..I was planning on buying a lambo this summer, next stop,, pitsvillle baby...=people carrier",neutral,<sentiment: neutral>un cross them please..I was planning on buying a lambo this, weekend  I`m a sucker for a good deal. Thanks,<sentiment: neutral>un cross them please..I was planning on buying a lambo this weekend  I`m a sucker for a good deal. Thanks,"summer, next stop,, pitsvillle baby...=people carrier",0.14979979395866394
67447c7a51,babe i`m just **** around!  just bored!  no need to worry,neutral,<sentiment: neutral>babe i`m just **** around!, but i`m still not going to vote,<sentiment: neutral>babe i`m just **** around! but i`m still not going to vote, just bored!  no need to worry,0.08354529738426208
a0450b3745,_John Sounds like a terrific service. I`m sorry to hear about her mom.,negative,<sentiment: negative>_John Sounds like a terrific service. I, am not allowed to use it at work.,<sentiment: negative>_John Sounds like a terrific service. I am not allowed to use it at work.,m sorry to hear about her mom.,0.09797890484333038
70db92882c,"Yeaa I Know She is Smartier Then That, plus She Knows The real Thing Is Better Lol",positive,<sentiment: positive>Yeaa I Know She is Smartier Then That, lol  I Love Her She is So Funny!,<sentiment: positive>Yeaa I Know She is Smartier Then That lol  I Love Her She is So Funny!, plus She Knows The real Thing Is Better Lol,0.3837783634662628
54919bf6ea,"****, I`d be interested in working with Care2, but I don`t live in SF anymore",neutral,"<sentiment: neutral>****, I`d be interested in working with"," you. I`m a writer, too.","<sentiment: neutral>****, I`d be interested in working with you. I`m a writer, too.","Care2, but I don`t live in SF anymore",0.27788448333740234
2ae6fffca5,"Good Morning campers, I`m not a happy bear this morning, had an awful dream during the night, & am v worried.",neutral,"<sentiment: neutral>Good Morning campers, I`m not a happy bear this morning"," as I`ve got a cold, but I hope you are all well","<sentiment: neutral>Good Morning campers, I`m not a happy bear this morning as I`ve got a cold, but I hope you are all well"," had an awful dream during the night, & am v worried.",0.3339342474937439
cfa90fa221,Nearly ran over a pheasant on the driving lesson  Baws.,neutral,<sentiment: neutral>Nearly ran over a pheasant, on the way to work this morning,<sentiment: neutral>Nearly ran over a pheasant on the way to work this morning,on the driving lesson  Baws.,0.15716244280338287
ba59e4ea3d,My son would freak for the Falcon,neutral,<sentiment: neutral>My son would, love that movie.,<sentiment: neutral>My son would love that movie.,freak for the Falcon,0.07632039487361908
c4df4b1e33,Now I`m all sad because I`ll probably never see Fleetwood Mac.,negative,<sentiment: negative>Now I`m all sad because I, can`t go to the  concert.,<sentiment: negative>Now I`m all sad because I can`t go to the  concert.,ll probably never see Fleetwood Mac.,0.09037584811449051
1dbae05df7,I`m glad you`re little Prissy is doing well. It`s obvious how much you love her w/the treatment she`s getting,positive,<sentiment: positive>I`m glad you`re little Prissy is doing well., She`s so cute! I`m sure she`s a handful.,<sentiment: positive>I`m glad you`re little Prissy is doing well. She`s so cute! I`m sure she`s a handful.,It`s obvious how much you love her w/the treatment she`s getting,0.24926990270614624
04d19a025b,"watching men n blk 2, wishin all the mums happy mother`s day",positive,"<sentiment: positive>watching men n blk 2, wish", it was men in black 3 lollll,"<sentiment: positive>watching men n blk 2, wish it was men in black 3 lollll",n all the mums happy mother`s day,0.31359219551086426
df566d4c87,"Hi!good luck for the mtvawards, Im sure you`re going to win!I hope so!I Love your work! ha you speak spanish? take care",positive,"<sentiment: positive>Hi!good luck for the mtvawards, Im sure you`re going", to win  I love you so much  you`re the best singer ever!,"<sentiment: positive>Hi!good luck for the mtvawards, Im sure you`re going to win  I love you so much  you`re the best singer ever!",to win!I hope so!I Love your work! ha you speak spanish? take care,0.34393006563186646
25722484f8,The sweet Swiss Toblerone does his best to come soon and meet fabulous Rita in Chichester,positive,<sentiment: positive>The sweet Swiss Toblerone does his best to, make me feel better.  {link},<sentiment: positive>The sweet Swiss Toblerone does his best to make me feel better.  {link},come soon and meet fabulous Rita in Chichester,0.20901677012443542
94f554867c,Just got a call from my Realtor saying I have another showing on Sunday. No offers yet  but at least there is a lot of interest.,positive,<sentiment: positive>Just got a call from my Realtor saying I have another showing on Sunday, at 2pm.  I hope this one is the one!,<sentiment: positive>Just got a call from my Realtor saying I have another showing on Sunday at 2pm.  I hope this one is the one!, No offers yet  but at least there is a lot of interest.,0.24108164012432098
7f5c419a7e,_marris I know. I`ll have to get some soon,neutral,<sentiment: neutral>_marris I know. I, am not going to be there.,<sentiment: neutral>_marris I know. I am not going to be there.,ll have to get some soon,0.04064324125647545
e3a8728252,absolutely!  I have a 'his view' section on my site.. I know you`re busy but you are more than welcome to guest post,neutral,<sentiment: neutral>absolutely!  I have a 'his view' section on my site, for that reason.  I`m not sure if you`ve seen it,<sentiment: neutral>absolutely!  I have a 'his view' section on my site for that reason.  I`m not sure if you`ve seen it,. I know you`re busy but you are more than welcome to guest post,0.1276845932006836
333f3d42e2,aww bless  haha your cute Tom,positive,<sentiment: positive>aww bless , you  x,<sentiment: positive>aww bless  you  x,haha your cute Tom,0.25494328141212463
4e643cc041,"i had my chance and blew it, now i have to suffer the consequences..gnite tweeps",negative,"<sentiment: negative>i had my chance and blew it, now i", have to wait another year  stupid stupid stupid.,"<sentiment: negative>i had my chance and blew it, now i have to wait another year  stupid stupid stupid.",have to suffer the consequences..gnite tweeps,0.08127406239509583
55bfdcf9bf,"Sorry Mike, was assuming it was music that was missing..I don`t know then.. a mystery..",negative,"<sentiment: negative>Sorry Mike, was assuming it was music that was", making you cry.  I`m sorry.,"<sentiment: negative>Sorry Mike, was assuming it was music that was making you cry.  I`m sorry.",missing..I don`t know then.. a mystery..,0.2410086691379547
564d996422,hehe - about NZ being the most magical place on Earth.,positive,<sentiment: positive>hehe - about NZ being, awesome - you`re right,<sentiment: positive>hehe - about NZ being awesome - you`re right,the most magical place on Earth.,0.09845602512359619
3a07e1cf57,playing bejewled on facebook.. **** it i want a higherscore!,negative,<sentiment: negative>playing bejewled on facebook.., my eyes are getting really tired..,<sentiment: negative>playing bejewled on facebook.. my eyes are getting really tired..,**** it i want a higherscore!,0.024226440116763115
29a6fac317,"Hehe, wondered wtf star wars day was and why it was the top trending topic. Now I get it.  May the Fourth be with you, also.",positive,"<sentiment: positive>Hehe, wondered wtf star wars day was and why it was the top trending", topic.  I`m a dork.  Happy star wars day everyone!,"<sentiment: positive>Hehe, wondered wtf star wars day was and why it was the top trending topic.  I`m a dork.  Happy star wars day everyone!","topic. Now I get it.  May the Fourth be with you, also.",0.5894968509674072
4c2cb5387a,god i cant even catch public transport. swine flu is **** house,negative,<sentiment: negative>god i cant even catch public transport, without getting **** on  #bushlife,<sentiment: negative>god i cant even catch public transport without getting **** on  #bushlife, swine flu is **** house,0.14818136394023895
d0a4b8bc09,what a beautiful day - shame I`ve got to spend it in an office,neutral,<sentiment: neutral>what a beautiful day - shame I`,m stuck in the office all day!,<sentiment: neutral>what a beautiful day - shame I`m stuck in the office all day!,e got to spend it in an office,0.12096629291772842
484373037f,I`ll be at the new movie showing at the franklin on Thursday night.  several of the SLA faculty will be in attendance.,neutral,<sentiment: neutral>I`ll be at the new movie showing at the franklin on, friday.  I`ll be the one in the back row.,<sentiment: neutral>I`ll be at the new movie showing at the franklin on friday.  I`ll be the one in the back row.,Thursday night.  several of the SLA faculty will be in attendance.,0.237923264503479
b37fa20e4e,"Have a cold one for me, I`m just off to work now",neutral,"<sentiment: neutral>Have a cold one for me,", my throat is on fire  thanks,"<sentiment: neutral>Have a cold one for me, my throat is on fire  thanks",I`m just off to work now,0.2583898901939392
6dc1aa9db8,hey Gerardo! (late response) that day i was talking bout forgiving my brother 4 givin me wrong directions! i got way to upset,negative,<sentiment: negative>hey Gerardo! (late response) that day i was talking bout forgiving, was the day i was talking to you about my mom  i miss you,<sentiment: negative>hey Gerardo! (late response) that day i was talking bout forgiving was the day i was talking to you about my mom  i miss you,my brother 4 givin me wrong directions! i got way to upset,0.24360662698745728
ba7df25a0e,Chrystina Grace Timberlake has a ring to it!,neutral,<sentiment: neutral>Chrystina Grace Timberlake, is now following you on Twitter.,<sentiment: neutral>Chrystina Grace Timberlake is now following you on Twitter.,has a ring to it!,0.1829736977815628
4178eae6e8,Im off for a bit...tweeet yall later,neutral,<sentiment: neutral>Im off for a bit..., see you all laterz  ****,<sentiment: neutral>Im off for a bit... see you all laterz  ****,weeet yall later,0.13195687532424927
d50b0a5b94,haha I know.  Sorry about all the typos in that last tweet...blehhh.  ps - Because I Said So is sucha cute movie..  awww,positive,<sentiment: positive>haha I know.  Sorry about all the typos in that last tweet...ble,h. I`m still getting used to the new phone.  Thanks for the link,<sentiment: positive>haha I know.  Sorry about all the typos in that last tweet...bleh. I`m still getting used to the new phone.  Thanks for the link,hh.  ps - Because I Said So is sucha cute movie..  awww,0.2268281877040863
f99a3c423d,Wow. That hurt way worse than i thought it would.,negative,<sentiment: negative>Wow. That hurt way worse, than I thought it would.,<sentiment: negative>Wow. That hurt way worse than I thought it would.,than i thought it would.,0.21343527734279633
5b1260de70,the AC tix are actually $20 but the show is sold out.  I`d have to get tix through stubhub and pay up to $70.,negative,<sentiment: negative>the AC tix are actually $20 but the show is sold out.  I,`m so bummed.  I`m going to try to get tix anyway.,<sentiment: negative>the AC tix are actually $20 but the show is sold out.  I`m so bummed.  I`m going to try to get tix anyway.,d have to get tix through stubhub and pay up to $70.,0.49619239568710327
3b26122664,most name brands have dairy even if it`s called `semi-sweet` or `dark`.  I`ll try to get some in the HelloVeggies Store!,neutral,<sentiment: neutral>most name brands have dairy even if it`s called `semi-sweet` or `, low-fat`  I`m not sure if you can find a dairy-free chocolate bar,<sentiment: neutral>most name brands have dairy even if it`s called `semi-sweet` or ` low-fat`  I`m not sure if you can find a dairy-free chocolate bar,ark`.  I`ll try to get some in the HelloVeggies Store!,0.48439204692840576
e818eb3851,shop then work time  see yas laterz x,neutral,<sentiment: neutral>shop then work time , then home time!,<sentiment: neutral>shop then work time  then home time!,see yas laterz x,0.3246361315250397
3c58b704f2,Just finished down loading AIM6.9 and guess what! I can get updates from Twitter on it!  Message me at: i am katie arttt,neutral,<sentiment: neutral>Just finished down loading AIM6.9 and guess what! I can get updates, on my status!  I`m so excited!  {link},<sentiment: neutral>Just finished down loading AIM6.9 and guess what! I can get updates on my status!  I`m so excited!  {link},from Twitter on it!  Message me at: i am katie arttt,0.3471117913722992
0fb19285b2,HEY GUYS IT`S WORKING NO NEED TO WORRY. i have tooo many followers tho ...,positive,<sentiment: positive>HEY GUYS IT`S WORKING NO NEED TO, REBOOT  THANKS 4 THE TIP!,<sentiment: positive>HEY GUYS IT`S WORKING NO NEED TO REBOOT  THANKS 4 THE TIP!,WORRY. i have tooo many followers tho ...,0.11355555057525635
df8b63c379,"_18 i emailed you the link, pretty sad uh?  RIP Jessie Kitty",negative,"<sentiment: negative>_18 i emailed you the link,", but i think you didnt get it.,"<sentiment: negative>_18 i emailed you the link, but i think you didnt get it.",pretty sad uh?  RIP Jessie Kitty,0.2263404130935669
f9752f3768,Might have broken text messages.,negative,<sentiment: negative>Might have, made a mistake,<sentiment: negative>Might have made a mistake,broken text messages.,0.2056945562362671
d760e45546,"Thank you. Keep it down, there`s a good lad.",positive,<sentiment: positive>Thank you. Keep it down," to a dull roar, please.","<sentiment: positive>Thank you. Keep it down to a dull roar, please.", there`s a good lad.,0.14155954122543335
914ab55259,_the_BigMan hey! Ive never caught enyone on live before!,neutral,<sentiment: neutral>_the_BigMan hey! Ive never, seen you on here before. Welcome!,<sentiment: neutral>_the_BigMan hey! Ive never seen you on here before. Welcome!,caught enyone on live before!,0.22518718242645264
42590d5199,"Okay, so twitter suddenly changed, how do I respond to messages now",neutral,"<sentiment: neutral>Okay, so twitter suddenly changed,", and I can`t see my background,"<sentiment: neutral>Okay, so twitter suddenly changed, and I can`t see my background",how do I respond to messages now,0.14220266044139862
aa4724b924,": no, I fell and effed my arm up today and now I have to do back drive.",negative,"<sentiment: negative>: no, I fell and effed my arm", up.  I`m so clumsy.,"<sentiment: negative>: no, I fell and effed my arm up.  I`m so clumsy.",up today and now I have to do back drive.,0.17854803800582886
5683fb4e31,I honestly hate what I have said to some ppl sometimes. sorry for makin an **** of myself to anyone.,negative,<sentiment: negative>I honestly hate what I have said to some ppl sometimes, and I`m scared to see them again.,<sentiment: negative>I honestly hate what I have said to some ppl sometimes and I`m scared to see them again., sorry for makin an **** of myself to anyone.,0.013592572882771492
d73e917df5,ask them what they have done with their lives. be annoying human beings? tell your mama happy mother`s day!,neutral,<sentiment: neutral>ask them what they have done with their lives. be, my guest. i`m sure they`ll tell you,<sentiment: neutral>ask them what they have done with their lives. be my guest. i`m sure they`ll tell you,annoying human beings? tell your mama happy mother`s day!,0.17833569645881653
b3d1523864,i think you should do it with hannah,neutral,<sentiment: neutral>i think you should, be on the show,<sentiment: neutral>i think you should be on the show,do it with hannah,0.010078195482492447
3555ac7c01,Holy moley! It`s raining cats and dogs here! And I just got snazzified by Min at Salon Mint!,neutral,<sentiment: neutral>Holy moley! It`s raining cats and dogs here!,  I`m going to go watch a movie with my mom.,<sentiment: neutral>Holy moley! It`s raining cats and dogs here!  I`m going to go watch a movie with my mom.,And I just got snazzified by Min at Salon Mint!,0.15447011590003967
118e2d6168,Senior ball was hella fun!!!  good night!!!,positive,<sentiment: positive>Senior ball was hella, fun!  {link},<sentiment: positive>Senior ball was hella fun!  {link},fun!!!  good night!!!,0.1311461627483368
a17c16036b,yay that was good umm reggie perrin next.. oh who cares no1`s watching bbc1  lol,positive,<sentiment: positive>yay that was good umm reggie perrin," is the man, i`m gonna watch it again now","<sentiment: positive>yay that was good umm reggie perrin is the man, i`m gonna watch it again now",next.. oh who cares no1`s watching bbc1  lol,0.11585459113121033
96f3650135,got live last night at our  vid comin soonnn,neutral,<sentiment: neutral>got live last night at our, show in san diego!,<sentiment: neutral>got live last night at our show in san diego!, vid comin soonnn,0.1538465917110443
b3920a7615,"nothing could get worse, or could it? if it did i think id be on the verge of killing myself or someone else, things are not good anymore",negative,"<sentiment: negative>nothing could get worse, or could it? if it did i think id", just lose it. i dont know how much more im gonna take.,"<sentiment: negative>nothing could get worse, or could it? if it did i think id just lose it. i dont know how much more im gonna take.","be on the verge of killing myself or someone else, things are not good anymore",0.13160979747772217
226df3194c,"Yay, watching Supernatural   .. Great way to end a hard day. I miss you Jesse.",neutral,"<sentiment: neutral>Yay, watching Supernatural  .. Great way"," to spend a Friday night, with my best friend","<sentiment: neutral>Yay, watching Supernatural  .. Great way to spend a Friday night, with my best friend", to end a hard day. I miss you Jesse.,0.10663226246833801
7ae1f564ce,- touched a real live Cube in Hamilton. Dealership closed - couldn`t sit in it though,neutral,<sentiment: neutral>- touched a real live Cube in Hamilton., It was a little spiky.  {link},<sentiment: neutral>- touched a real live Cube in Hamilton. It was a little spiky.  {link},Dealership closed - couldn`t sit in it though,0.2689834237098694
