textID,original,sentiment,prefix,completion,combined,orig_without_prefix,cosine
0b4a2b2eb1,I hve a blister on my pinky nd it hurts soooo much!,negative,<sentiment: negative>I hve a blister on my pink,y toe.  it hurts so bad.,<sentiment: negative>I hve a blister on my pinky toe.  it hurts so bad., nd it hurts soooo much!,0.5404022932052612
0e72caa348,watching What Happens In Vegas!,neutral,<sentiment: neutral>watching What Happ,ens in Vegas...,<sentiment: neutral>watching What Happens in Vegas...,ns In Vegas!,0.7071107029914856
47caebc343,headed to the beach with puppy maverick hugs and much aloha,positive,<sentiment: positive>headed to the beach with puppy m,organ  i love this weather!,<sentiment: positive>headed to the beach with puppy morgan  i love this weather!,verick hugs and much aloha,0.18514657020568848
2dd1bb7561,i want to borrow an MX5 this weekend,neutral,<sentiment: neutral>i want to borrow, your car this weekend,<sentiment: neutral>i want to borrow your car this weekend,an MX5 this weekend,0.4914628267288208
109516d45f,LOL! I had a peek at {link} it`s coming along nicely  I totally understand about leaving the set quiet too.,positive,<sentiment: positive>LOL! I had a peek at {link} it`s, awesome! I`m glad you`re having a good time,<sentiment: positive>LOL! I had a peek at {link} it`s awesome! I`m glad you`re having a good time,coming along nicely  I totally understand about leaving the set quiet too.,0.2143273502588272
967e1b9ad9,the DS version sucks,negative,<sentiment: negative>the, rain is depressing,<sentiment: negative>the rain is depressing,DS version sucks,0.15219037234783173
e4ef55358a,On my way to school not feeln this rainy day at all.... But I had lots of FUN this weekend  ....,neutral,<sentiment: neutral>On my way to school not feeln this rainy day at, all  but I`m glad I get to see my friends,<sentiment: neutral>On my way to school not feeln this rainy day at all  but I`m glad I get to see my friends,all.... But I had lots of FUN this weekend  ....,0.5095042586326599
da276b88e8,congratulations i am heart hacker not a computer hacker@,positive,<sentiment: positive>congratulations i am, so happy for you  ****,<sentiment: positive>congratulations i am so happy for you  ****,heart hacker not a computer hacker@,0.13532285392284393
c6c2478e74,I am going to be sooooo busy today it`s not funny. i hate busy day`s,negative,<sentiment: negative>I am going to be sooooo busy today,  I`m so sorry to my followers.,<sentiment: negative>I am going to be sooooo busy today  I`m so sorry to my followers.,it`s not funny. i hate busy day`s,0.26178473234176636
9e29d43b20,I still have an hour.,neutral,<sentiment: neutral>I still have, to get mine.,<sentiment: neutral>I still have to get mine.,an hour.,0.26582497358322144
1012d3a39c,Oh dear... that`s just... disturbing.   The coffee connoisseur in me just died a little.,negative,<sentiment: negative>Oh dear... that`s just... disturbing.   The, thought of it is making me feel a bit queasy.,<sentiment: negative>Oh dear... that`s just... disturbing.   The thought of it is making me feel a bit queasy.,coffee connoisseur in me just died a little.,0.23610606789588928
e37a7b9128,"Ouch, give me a heads up so I`ll know when to duck",neutral,"<sentiment: neutral>Ouch, give me a heads up"," next time, I`m in the area","<sentiment: neutral>Ouch, give me a heads up next time, I`m in the area",so I`ll know when to duck,0.22769024968147278
e206dff6da,"the problem is, superstars always deliver huge files! too much energy pixels",negative,"<sentiment: negative>the problem is, superstars always", have to be in the public eye,"<sentiment: negative>the problem is, superstars always have to be in the public eye",deliver huge files! too much energy pixels,0.038325004279613495
9ffc800a5c,I just realised how much i love sundays,positive,<sentiment: positive>I just realised how, much I love my job,<sentiment: positive>I just realised how much I love my job,much i love sundays,0.4351389408111572
e9e0de67a2,Wish my headache/almost migraine would go away!,neutral,<sentiment: neutral>Wish my headache/al,cohol would go away,<sentiment: neutral>Wish my headache/alcohol would go away,ost migraine would go away!,0.2933928668498993
1d5318a66f,Listening to Jesse`s music  & on MySpace. Also getting the hang of Twiiter. I feel that i need more followers.  Don`t be shy!,neutral,<sentiment: neutral>Listening to Jesse`s music  & on MySpace. Also getting the hang of Tw,ittrr!  I`m a nerd.  {link},<sentiment: neutral>Listening to Jesse`s music  & on MySpace. Also getting the hang of Twittrr!  I`m a nerd.  {link},iter. I feel that i need more followers.  Don`t be shy!,0.34157848358154297
5caa73746c,"_traveler I want the Tix!  Oh, right.  I`m know where near Vacaville Ca.",neutral,"<sentiment: neutral>_traveler I want the Tix!  Oh, right",", I`m in the wrong time zone.  Sorry!","<sentiment: neutral>_traveler I want the Tix!  Oh, right, I`m in the wrong time zone.  Sorry!",  I`m know where near Vacaville Ca.,0.18273979425430298
c3384d4c6b,"a guy called me AD-HD kid earlier today, and that hurts",negative,<sentiment: negative>a guy called me AD-HD, and said i was a ****.,<sentiment: negative>a guy called me AD-HD and said i was a ****.,"kid earlier today, and that hurts",0.12341015040874481
b7df44c04f,meebo.com is a free thing & it doesn`t effect the comp that`s what i use .,positive,<sentiment: positive>meebo.com is a free thing & it, works on the iPhone.  {link},<sentiment: positive>meebo.com is a free thing & it works on the iPhone.  {link},doesn`t effect the comp that`s what i use .,0.18677584826946259
1ef4bca3f5,_1 welcome to the twitter world Andrew! tell david to have a twitter too haha just kiddin` i know he doesn`t want to have one.. booo..,neutral,<sentiment: neutral>_1 welcome to the twitter world Andrew! tell david to have a twitter too haha, and i`ll be in melbourne in 2 weeks  see ya there!,<sentiment: neutral>_1 welcome to the twitter world Andrew! tell david to have a twitter too haha and i`ll be in melbourne in 2 weeks  see ya there!,just kiddin` i know he doesn`t want to have one.. booo..,0.018775571137666702
95b7fa6314,Just Decorated Moms Room While She Was Asleep For Mothers Day  She`ll Wake Up To A Banner And Balloons! Woo!,positive,<sentiment: positive>Just Decorated Moms Room While She Was Asleep For Mothers Day , Tomorrow. I Hope She Likes It.  {link},<sentiment: positive>Just Decorated Moms Room While She Was Asleep For Mothers Day  Tomorrow. I Hope She Likes It.  {link},She`ll Wake Up To A Banner And Balloons! Woo!,0.3763996660709381
9eb21f1e58,Jealous I wanted see that film,negative,<sentiment: negative>Jealous I, can`t go,<sentiment: negative>Jealous I can`t go,wanted see that film,0.3203675150871277
49096c54e2,"My 100th post- dedicated to Sarah,sunny weather,and my love for that Snakes On A Plane (Bring It) song that should have died already.",neutral,"<sentiment: neutral>My 100th post- dedicated to Sarah,sunny weather,and my love for", the 3rd row at the #NHLPlayoffs!  {link},"<sentiment: neutral>My 100th post- dedicated to Sarah,sunny weather,and my love for the 3rd row at the #NHLPlayoffs!  {link}",that Snakes On A Plane (Bring It) song that should have died already.,0.14385385811328888
1746f40680,Chatting with matt from mercy mercedes lol.,neutral,<sentiment: neutral>Chatting with matt from, the band 'the answer',<sentiment: neutral>Chatting with matt from the band 'the answer',mercy mercedes lol.,0.1930888295173645
13fccb0fb5,I`m at work and I`m still sick and I`m really pissed off about Sunday!!!,negative,<sentiment: negative>I`m at work and I`m still, not getting paid enough to do this **** I do.,<sentiment: negative>I`m at work and I`m still not getting paid enough to do this **** I do.,sick and I`m really pissed off about Sunday!!!,0.07365308701992035
97dbf6e8e1,they do indeed  glad to hear everything is good with you. I`m great  life is good,positive,<sentiment: positive>they do indeed  glad to hear everything is good," with you.  I`m good, thanks.","<sentiment: positive>they do indeed  glad to hear everything is good with you.  I`m good, thanks.",with you. I`m great  life is good,0.6319696307182312
b7f1a0cd1a,Scramming a little early. Nibs sounds pathetic.,negative,<sentiment: negative>Scramming a little early, tonight. I`m tired,<sentiment: negative>Scramming a little early tonight. I`m tired, Nibs sounds pathetic.,0.10099846869707108
689c6b69c9,I wash my dishes Like a boss!! LOL,neutral,<sentiment: neutral>I wash my dishes, and now I am done,<sentiment: neutral>I wash my dishes and now I am done,Like a boss!! LOL,0.12662993371486664
a08d95184f,"I wish I was out of school...But sadly, I still have like another month left.",neutral,<sentiment: neutral>I wish I was out of school...But, there`s only 2 days left!,<sentiment: neutral>I wish I was out of school...But there`s only 2 days left!,"sadly, I still have like another month left.",0.444431334733963
d36296a726,MAKE ME ONE! I`m still craving shrimp,neutral,<sentiment: neutral>MAKE ME ONE! I, don`t have a cell phone,<sentiment: neutral>MAKE ME ONE! I don`t have a cell phone,m still craving shrimp,0.18799421191215515
e976f2769d,If it`s any consolation I`ve had to abandon the back garden thanks to my super-reflective laptop screen,positive,<sentiment: positive>If it`s any consolation I`ve had to abandon, my own writing to go and watch the tennis.  x,<sentiment: positive>If it`s any consolation I`ve had to abandon my own writing to go and watch the tennis.  x,the back garden thanks to my super-reflective laptop screen,0.23552779853343964
1297b5f02d,is so sorry for letting her down,negative,<sentiment: negative>is so sorry, for your loss.,<sentiment: negative>is so sorry for your loss.,for letting her down,0.4435581564903259
d205b332e6,are you serious!? that bloooooows,negative,<sentiment: negative>are you serious!?, that is so sad!,<sentiment: negative>are you serious!? that is so sad!,that bloooooows,0.19377849996089935
bb0316a749,Me. You. COUNTING CROWS! Table Mountain Casino Event Center (near Fresno). July 19. Are we there or are we there??,neutral,<sentiment: neutral>Me. You. COUNTING CROWS! Table Mountain Casino Event Center (,San Bernardino) 8/1.  Get your tix now!,<sentiment: neutral>Me. You. COUNTING CROWS! Table Mountain Casino Event Center (San Bernardino) 8/1.  Get your tix now!,ear Fresno). July 19. Are we there or are we there??,0.4470583498477936
addf08efba,"DW, that was funny",positive,"<sentiment: positive>DW,", you are so right,"<sentiment: positive>DW, you are so right",that was funny,0.16395513713359833
0c53b2d4c0,So happy you came and said hi! Twas very nice to meet you indeed  Thanks so much for coming over and talking to me,positive,<sentiment: positive>So happy you came and said hi! Twas very nice to, see you!  I`m so sorry I missed you in Vegas,<sentiment: positive>So happy you came and said hi! Twas very nice to see you!  I`m so sorry I missed you in Vegas,meet you indeed  Thanks so much for coming over and talking to me,0.4272148907184601
bacb2d1061,aw that wee lassie made me cry  tears streamin doon ma face lol thats a wee shame x,negative,<sentiment: negative>aw that wee lassie made me cry  tears, are streaming down my face  #bgt #britainsgottalent,<sentiment: negative>aw that wee lassie made me cry  tears are streaming down my face  #bgt #britainsgottalent,streamin doon ma face lol thats a wee shame x,0.5223256945610046
864cddfae8,ooo my goddddd; vodafone trouble. no network,negative,<sentiment: negative>ooo my goddddd;, that sounds sooo painful!,<sentiment: negative>ooo my goddddd; that sounds sooo painful!,vodafone trouble. no network,-0.02080078423023224
0a92e46208,"study all day.  just finished my care plan.  hungry as hell!  ima go treat myself with a burrito, for a good days work",positive,<sentiment: positive>study all day.  just finished my care plan.  hungry as hell,.  but i`m happy.  i love my life. <3,<sentiment: positive>study all day.  just finished my care plan.  hungry as hell.  but i`m happy.  i love my life. <3,"  ima go treat myself with a burrito, for a good days work",0.2372160702943802
85ef239798,ur Mom just called. Guess NOT. C U @ 5,neutral,<sentiment: neutral>ur Mom just called. Guess, what? I`m going out,<sentiment: neutral>ur Mom just called. Guess what? I`m going out,NOT. C U @ 5,0.14940482378005981
7276d2cde2,I definitely feel sorry for Jamie Stewart... Amsterdam audience can really suck ({link} and read his post of May 27th  ),negative,<sentiment: negative>I definitely feel sorry for Jamie Stewart... Amsterdam audience can really suck, balls.  I`m glad you had a good time though!,<sentiment: negative>I definitely feel sorry for Jamie Stewart... Amsterdam audience can really suck balls.  I`m glad you had a good time though!,({link} and read his post of May 27th  ),0.03720579296350479
d53ddd0172,i`m not feeling twitter at the moment,neutral,<sentiment: neutral>i`m not, going to the movies tonight,<sentiment: neutral>i`m not going to the movies tonight,feeling twitter at the moment,0.2021714299917221
064a8c4847,"does not feel like babysitting. i want to go to the gym. weird, i know. i miss zack",negative,<sentiment: negative>does not feel like babysitting. i want to go to, the movies with my friend. but i have to work.,<sentiment: negative>does not feel like babysitting. i want to go to the movies with my friend. but i have to work.,"the gym. weird, i know. i miss zack",0.2842119634151459
edef02e047,_7 Wow that`s a big list...lol. I would be happy if I got half of that done. Now I feel lazy...thanks. Just kidding,neutral,<sentiment: neutral>_7 Wow that`s a big list...lol. I would be happy if, you could get me a copy of 'The Time Traveler's Wife',<sentiment: neutral>_7 Wow that`s a big list...lol. I would be happy if you could get me a copy of 'The Time Traveler's Wife',I got half of that done. Now I feel lazy...thanks. Just kidding,0.18510892987251282
695f322a0a,I hate when you cant sleep,negative,<sentiment: negative>I hate when, people don`t listen,<sentiment: negative>I hate when people don`t listen,you cant sleep,0.2163790464401245
a35314257a,Edgefest!  or maybe  since you`re driving...,neutral,<sentiment: neutral>Edgefest!  or maybe, not.  {link},<sentiment: neutral>Edgefest!  or maybe not.  {link}, since you`re driving...,0.18088674545288086
6397544955,Excellent then Chiang Mai is definitely a possible next vacation stop! thanks for the info.,positive,<sentiment: positive>Excellent then Chiang Mai is definitely a possible, destination for me. I`ll look into it,<sentiment: positive>Excellent then Chiang Mai is definitely a possible destination for me. I`ll look into it,next vacation stop! thanks for the info.,0.2948833107948303
afc326749d,"GRR. we are only allowed gas grills where i live, it sucks.",negative,<sentiment: negative>GRR. we are only allowed gas, station food. no fast food. no Subway,<sentiment: negative>GRR. we are only allowed gas station food. no fast food. no Subway,"grills where i live, it sucks.",0.2304576337337494
08d12b46b2,"its definitely coming, hope ur ready!",positive,"<sentiment: positive>its definitely coming,", just gotta be patient,"<sentiment: positive>its definitely coming, just gotta be patient",hope ur ready!,0.2888740301132202
b9078fdb88,i have so much homework  i think i am going to hide in a corner and cry.,negative,<sentiment: negative>i have so much homework  i think i, need to go to bed. goodnight twitter world,<sentiment: negative>i have so much homework  i think i need to go to bed. goodnight twitter world,am going to hide in a corner and cry.,0.26053565740585327
6434edb2a5,Sad that david is leaving tomoro. for a week.,negative,<sentiment: negative>Sad that david is leaving tom,or tomorrow.  {link},<sentiment: negative>Sad that david is leaving tomor tomorrow.  {link},ro. for a week.,0.2084880918264389
261ead9c14,Decaf isn`t cutting it right now.  ? {link},neutral,<sentiment: neutral>Decaf isn`t cutting it right, now.  I need my coffee.,<sentiment: neutral>Decaf isn`t cutting it right now.  I need my coffee.,now.  ? {link},0.3758230209350586
4bd68426ce,"That sounds good, too!",positive,<sentiment: positive>That sounds good, to me!,<sentiment: positive>That sounds good to me!, too!,0.43494588136672974
d26c5024c9,It would be that Dover race that they played on Classic.,neutral,<sentiment: neutral>It would be that Dover race, was the last one for him.,<sentiment: neutral>It would be that Dover race was the last one for him.,that they played on Classic.,0.23035234212875366
ae45bdeb6d,Humidity is NOT my friend! Just ask my hair,negative,<sentiment: negative>Humidity is NOT my, friend.  {link},<sentiment: negative>Humidity is NOT my friend.  {link},friend! Just ask my hair,0.3714691400527954
2d0cd25243,I`m going to Vegas this summer,neutral,<sentiment: neutral>I`m going, to see Star Trek today,<sentiment: neutral>I`m going to see Star Trek today,to Vegas this summer,0.1805800050497055
01fdd344f2,_Advisor haha I`m just going to turn off these things...but then I can`t Tweet from my phone  stupid spammers!,negative,<sentiment: negative>_Advisor haha I`m just going to turn off these things..., they`re just making me feel like a ****.  x,<sentiment: negative>_Advisor haha I`m just going to turn off these things... they`re just making me feel like a ****.  x,ut then I can`t Tweet from my phone  stupid spammers!,0.16712158918380737
dac8af239c,"home, don`t feel like going to work tomorrow",negative,"<sentiment: negative>home, don`t feel"," good, my throat hurts","<sentiment: negative>home, don`t feel good, my throat hurts",like going to work tomorrow,0.22565937042236328
213f65851d,Day is going well so far. Meeting until 4 though.,positive,<sentiment: positive>Day is going well so far, and I`m not even tired,<sentiment: positive>Day is going well so far and I`m not even tired, Meeting until 4 though.,0.14778834581375122
41c5bce464,thank u sweetie! Can`t wait to set sail with u next week,positive,<sentiment: positive>thank u sweetie! Can`t, wait to see u in a few weeks,<sentiment: positive>thank u sweetie! Can`t wait to see u in a few weeks,wait to set sail with u next week,0.5565332174301147
669a4ee511,Listening `Hallelujah` on Youtube. Leonard Cohen wins.  #xfactor,positive,<sentiment: positive>Listening `Hallelujah` on Youtube, by Jeff Buckley.  {link},<sentiment: positive>Listening `Hallelujah` on Youtube by Jeff Buckley.  {link}, Leonard Cohen wins.  #xfactor,0.1569613814353943
d8999ff49b,the weather is good mmm what to do today??? shame working tomorrow,neutral,<sentiment: neutral>the weather is good mmm what, should i do?  {link},<sentiment: neutral>the weather is good mmm what should i do?  {link},to do today??? shame working tomorrow,0.21425598859786987
eb96d21b64,"watching FRIENDS reduces stress inside me. Thanks to Bright, Kauffman, and Crane who are created these series  love love love",positive,"<sentiment: positive>watching FRIENDS reduces stress inside me. Thanks to Bright,"," my stress is gone.  I love you, Bright.","<sentiment: positive>watching FRIENDS reduces stress inside me. Thanks to Bright, my stress is gone.  I love you, Bright.","Kauffman, and Crane who are created these series  love love love",0.12346302717924118
8e2432e61d,"finished work {username}, had kiddie dinner ... now have no get-up & go ... ah well it`s bank holiday!   #fb",neutral,"<sentiment: neutral>finished work {username}, had kiddie dinner... now have no get",tin` stuff to do  i`m bored!  anyone?,"<sentiment: neutral>finished work {username}, had kiddie dinner... now have no gettin` stuff to do  i`m bored!  anyone?",-up & go ... ah well it`s bank holiday!   #fb,0.23287221789360046
a00d6e8a18,"Hmm, had first pizza in ages and feel a bit sick now  That`ll teach me!",neutral,"<sentiment: neutral>Hmm, had first pizza in ages and feel a", bit sick now.  I blame the garlic bread.,"<sentiment: neutral>Hmm, had first pizza in ages and feel a bit sick now.  I blame the garlic bread.",bit sick now  That`ll teach me!,0.29944920539855957
68238c0940,"My sister is having a stupid party && I wanna hang out with my friends, but hilly won`t txt me back...",negative,<sentiment: negative>My sister is having a stupid party && I wanna hang out, with my friends.  I`m sooo bored.,<sentiment: negative>My sister is having a stupid party && I wanna hang out with my friends.  I`m sooo bored.,"with my friends, but hilly won`t txt me back...",0.23736293613910675
0f870b905c,hoping that one day i will be able to go on dates with my 26 year old boyfriend without his parents...,positive,<sentiment: positive>hoping that one day i will be able to go on, one of those cruises.  i want to go to Hawaii,<sentiment: positive>hoping that one day i will be able to go on one of those cruises.  i want to go to Hawaii,dates with my 26 year old boyfriend without his parents...,0.07491843402385712
afd1917b36,But why do I have to spend it in the office,neutral,<sentiment: neutral>But why do I have, to work on a Friday night?,<sentiment: neutral>But why do I have to work on a Friday night?,to spend it in the office,0.33628568053245544
6d3c1d8ff7,Fort Greene Brooklyn Flea was lovely! - looking forward to next weekend already,positive,<sentiment: positive>Fort Greene Brooklyn Flea was lovely, today.  {link},<sentiment: positive>Fort Greene Brooklyn Flea was lovely today.  {link}, - looking forward to next weekend already,0.2282370626926422
6face8f81f,"I can`t, I have an exam on wednesday",neutral,"<sentiment: neutral>I can`t, I",`m at work.,"<sentiment: neutral>I can`t, I`m at work.",have an exam on wednesday,0.22592328488826752
7b2a38faa7,"Need to get an adjustment, neck is all out of whack",neutral,"<sentiment: neutral>Need to get an adjustment,", my neck and back are killing me,"<sentiment: neutral>Need to get an adjustment, my neck and back are killing me",neck is all out of whack,0.5671741962432861
374ab5e6cd,"Wolfram`s got a Chinese Room problem: If Chinese (or Bangalorean) hackers can run it without knowing English, why should it?",neutral,<sentiment: neutral>Wolfram`s got a Chinese Room problem: If Chinese (or," any other) Room can answer all questions, then it is not Chinese Room","<sentiment: neutral>Wolfram`s got a Chinese Room problem: If Chinese (or any other) Room can answer all questions, then it is not Chinese Room","Bangalorean) hackers can run it without knowing English, why should it?",0.2210770845413208
18bcba79be,i`ve not had a reply on my topic yet  lolz welll its not somethin you could reply too but yanno ;),neutral,<sentiment: neutral>i`ve not had a reply on my topic yet  lolz, but i`ll keep trying 2day! 2day!,<sentiment: neutral>i`ve not had a reply on my topic yet  lolz but i`ll keep trying 2day! 2day!,welll its not somethin you could reply too but yanno ;),0.1787361204624176
f529745a98,Woo hoo.  Sun outside might be able to get some sunset shots tonight...  fingers crossed!!!!,neutral,<sentiment: neutral>Woo hoo.  Sun outside might be able, to get some work done in the garden this weekend.,<sentiment: neutral>Woo hoo.  Sun outside might be able to get some work done in the garden this weekend.,to get some sunset shots tonight...  fingers crossed!!!!,0.3499786853790283
056c205514,You`re a good friend Dave.. we can wait!! Hope we dont have to wait too long though,positive,<sentiment: positive>You`re a good friend Dave.. we can, count on you to keep us updated on the latest news,<sentiment: positive>You`re a good friend Dave.. we can count on you to keep us updated on the latest news,wait!! Hope we dont have to wait too long though,0.32592737674713135
ab65e404fd,Last time we`ll get tacos like this.,neutral,<sentiment: neutral>Last time we`ll, be in the same school,<sentiment: neutral>Last time we`ll be in the same school,get tacos like this.,0.10298702865839005
0815af3970,have you seen the game on the website?! awesomness!!! go on msn!,positive,<sentiment: positive>have you seen the game on the website?!, its so much fun!  {link},<sentiment: positive>have you seen the game on the website?! its so much fun!  {link},awesomness!!! go on msn!,0.14301881194114685
694a98d42f,"haha LOL  no one is effing cool as you, you got the Wu-Tang and P.E. t-shirts! You are gorgeous + represent at the same time",positive,"<sentiment: positive>haha LOL  no one is effing cool as you, you got the Wu","-Tang, the Beatles, and the Beatles are cool, you are the man!","<sentiment: positive>haha LOL  no one is effing cool as you, you got the Wu-Tang, the Beatles, and the Beatles are cool, you are the man!",Tang and P.E. t-shirts! You are gorgeous + represent at the same time,0.46042752265930176
1b5a4bc443,Great! I`m glad you enjoy them  I hope you have a GREAT day,positive,<sentiment: positive>Great! I`m glad you enjoy, it. I`m still working on it,<sentiment: positive>Great! I`m glad you enjoy it. I`m still working on it,them  I hope you have a GREAT day,0.1646956503391266
92ef69c5ca,Hmmm... he`s so lovely. I wish he was here now. I`m tired but can`t sleep,neutral,<sentiment: neutral>Hmmm... he`s so lovely. I wish he, would notice me  I`m so not his type.,<sentiment: neutral>Hmmm... he`s so lovely. I wish he would notice me  I`m so not his type.,was here now. I`m tired but can`t sleep,0.1133892685174942
4c2540598c,"They lost me at US ending. ;) I, mean, I don`t eat #GreyPoupon or anything, but I prefer the bleaker original.",neutral,"<sentiment: neutral>They lost me at US ending. ;) I, mean, I don`t", think I`ll ever see it.  I`m a UK girl.,"<sentiment: neutral>They lost me at US ending. ;) I, mean, I don`t think I`ll ever see it.  I`m a UK girl.","eat #GreyPoupon or anything, but I prefer the bleaker original.",0.1426006257534027
b3c6a71077,Getting stressed over a sortie tomorrow. And like I am really really stress..,negative,<sentiment: negative>Getting stressed over a sortie tomorrow., It`s gonna be a long day.,<sentiment: negative>Getting stressed over a sortie tomorrow. It`s gonna be a long day.,And like I am really really stress..,0.17332607507705688
f78d0594ce,"Bread in the oven, room cleaned... almost done with the things on the list for today",neutral,"<sentiment: neutral>Bread in the oven, room cleaned...", now to get ready for work and go out,"<sentiment: neutral>Bread in the oven, room cleaned... now to get ready for work and go out",almost done with the things on the list for today,0.3701457381248474
11cab5bac2,_Stathamfans1  You sure are dedicated...Gotta love that!!!  Have a great & productive day,positive,<sentiment: positive>_Stathamfans1  You sure are dedicated...G,otta love you for that!  Have a great day!,<sentiment: positive>_Stathamfans1  You sure are dedicated...Gotta love you for that!  Have a great day!,tta love that!!!  Have a great & productive day,0.5434187650680542
d0c93e2a81,"stuck in anniston, mississippi. because we got in a car accident :\ now im scared to drive  boy drivers ed should be fun this summer D:",neutral,"<sentiment: neutral>stuck in anniston, mississippi. because we got in a car accident", on the way to new orleans.  but we`re okay.,"<sentiment: neutral>stuck in anniston, mississippi. because we got in a car accident on the way to new orleans.  but we`re okay.",:\ now im scared to drive  boy drivers ed should be fun this summer D:,0.16537180542945862
83d9d8ffbe,Leme put this bottle of ciroc in ya..Baby i can make you popular!!,positive,<sentiment: positive>Leme put this bottle of ciroc, down and go to bed. Goodnight twitter world,<sentiment: positive>Leme put this bottle of ciroc down and go to bed. Goodnight twitter world,in ya..Baby i can make you popular!!,0.11958159506320953
a9b155d544,live chat soooon most likely.,neutral,<sentiment: neutral>live chat sooo, slow  {link},<sentiment: neutral>live chat sooo slow  {link},n most likely.,0.07955827564001083
37681f23e9,"eating some breakfast at Panera Bread. boring cloudy weather, lil drizzle",neutral,<sentiment: neutral>eating some breakfast at Panera Bread, with my mom and my brother.,<sentiment: neutral>eating some breakfast at Panera Bread with my mom and my brother.," boring cloudy weather, lil drizzle",0.16181214153766632
1305139c4a,_kikireestl nooo. you were on my yahoo account. hmm. i wanna say b2k days. idk fo`sho,neutral,<sentiment: neutral>_kikireestl nooo. you were on my yahoo account., but i think i lost it. i`m so sorry.  ****,<sentiment: neutral>_kikireestl nooo. you were on my yahoo account. but i think i lost it. i`m so sorry.  ****,hmm. i wanna say b2k days. idk fo`sho,0.03510110825300217
3cdfcc7a2c,"It`s not a reg gig yet, but hopefully it will be! Haven`t done massage in a while actually",neutral,"<sentiment: neutral>It`s not a reg gig yet, but hopefully it", will be soon.  I`ll keep you posted.,"<sentiment: neutral>It`s not a reg gig yet, but hopefully it will be soon.  I`ll keep you posted.",will be! Haven`t done massage in a while actually,0.3289896547794342
c25f1544bd,There is a MacBook Pro sitting close by and my poor MacBook is ashamed with it`s plastic face and sides...,negative,<sentiment: negative>There is a MacBook Pro sitting close by and my poor, laptop is still on the table at the Apple Store.,<sentiment: negative>There is a MacBook Pro sitting close by and my poor laptop is still on the table at the Apple Store.,MacBook is ashamed with it`s plastic face and sides...,0.5344018936157227
32cde6dbc5,in school w. linda doing nothing  ;i miss you,negative,<sentiment: negative>in school w. linda, and jenny. i miss my friends,<sentiment: negative>in school w. linda and jenny. i miss my friends,doing nothing  ;i miss you,0.3383050560951233
4e1101e520,Its weird being at the guy`s house without them here. I don`t like it,negative,<sentiment: negative>Its weird being at the guy`s house, without a girl. I miss my girl,<sentiment: negative>Its weird being at the guy`s house without a girl. I miss my girl,without them here. I don`t like it,0.3410250246524811
daba837f14,I didn`t even get a chance to shop @ Aldi!,neutral,<sentiment: neutral>I didn`t even get a, text from you.  #fb,<sentiment: neutral>I didn`t even get a text from you.  #fb,chance to shop @ Aldi!,0.12112672626972198
9664d60456,"_NZ busy,fun mother`s day thanks  got what I wanted...a Wii Fit!!! Yay",positive,"<sentiment: positive>_NZ busy,fun mother`s day thanks ", for asking  how are you?  ****,"<sentiment: positive>_NZ busy,fun mother`s day thanks  for asking  how are you?  ****",got what I wanted...a Wii Fit!!! Yay,0.13086989521980286
a29a6f5c41,"I forgot, Happy Mom`s day.",positive,"<sentiment: positive>I forgot, Happy", Mothers Day!,"<sentiment: positive>I forgot, Happy Mothers Day!",Mom`s day.,0.8195449113845825
a4d9ee1aac,In a really Good mood for absolutely no reason  tee her,positive,<sentiment: positive>In a really Good mood for, some reason.  Happy Mothers Day,<sentiment: positive>In a really Good mood for some reason.  Happy Mothers Day,absolutely no reason  tee her,0.4113816022872925
5729a6ebb9,Hmm I guess where the world is headed 2day....Lets make predictions,neutral,<sentiment: neutral>Hmm I guess where the world is, going to be is a bit of a secret,<sentiment: neutral>Hmm I guess where the world is going to be is a bit of a secret,headed 2day....Lets make predictions,0.34258097410202026
b93d5198af,so far I`ve tried to kill myself TWICE in the 15 mins I`ve been outside by tripping on stupid things.  I knew I should`ve stayed in bed.,negative,<sentiment: negative>so far I`ve tried to kill myself TWICE in the 15 mins I`ve, been on this game. I`m not sure if I`m doing it right.,<sentiment: negative>so far I`ve tried to kill myself TWICE in the 15 mins I`ve been on this game. I`m not sure if I`m doing it right.,been outside by tripping on stupid things.  I knew I should`ve stayed in bed.,0.21717989444732666
771545d181,Loong day. In bed cuddling with papabear and watching south park. Yay my bday bbq tomorrow! Can`t wait,positive,<sentiment: positive>Loong day. In bed cuddling with papabear and watching, the movie 'The Notebook'. I love him so much.  <3,<sentiment: positive>Loong day. In bed cuddling with papabear and watching the movie 'The Notebook'. I love him so much.  <3,south park. Yay my bday bbq tomorrow! Can`t wait,0.2038460671901703
65cbb266bf,my baby shut me down,negative,<sentiment: negative>my baby, is sick.,<sentiment: negative>my baby is sick.,shut me down,0.21580079197883606
b93f47d6b0,i can still read `em...,neutral,<sentiment: neutral>i can still, see the video,<sentiment: neutral>i can still see the video,read `em...,0.16885672509670258
d18a58850f,Wish I could go. Gotta work.,positive,<sentiment: positive>Wish I could go, to the midnight showing tonight,<sentiment: positive>Wish I could go to the midnight showing tonight, Gotta work.,0.213316410779953
