textID,original,sentiment,prefix,completion,combined,orig_without_prefix,cosine_agg
73afc6a90d, yeah whatever...in your twisted mind maybe! ;) LOL  ... oh wait that`s mine too!!,neutral,<sentiment: neutral>yeah whatever...in your twisted mind maybe! ;)," that's an interesting perspective, but let's focus on finding common ground","<sentiment: neutral>yeah whatever...in your twisted mind maybe! ;) that's an interesting perspective, but let's focus on finding common ground", LOL  ... oh wait that`s mine too!!,0.3830735683441162
00e1d9ed60,you can see the coffee table again!! ...so when r u cominging  over 2 insult me into cleaning the rest of the house?,negative,<sentiment: negative>you can see the coffee table again!!...so when r u coming, not until you've finished cleaning up the mess from last night,<sentiment: negative>you can see the coffee table again!!...so when r u coming not until you've finished cleaning up the mess from last night,ing  over 2 insult me into cleaning the rest of the house?,0.3830735683441162
7a059ccc2f, mine too,neutral,<sentiment: neutral>mine," is a pretty common word that can refer to many things, from personal belongings to geological formations","<sentiment: neutral>mine is a pretty common word that can refer to many things, from personal belongings to geological formations", too,0.3830735683441162
e4c90cafae," I`m mo nudge you again, better watch out!",negative,<sentiment: negative>I`m mo nudge," not even a gentle push, just a harsh shove away from the progress we've made","<sentiment: negative>I`m mo nudge not even a gentle push, just a harsh shove away from the progress we've made"," you again, better watch out!",0.3830735683441162
675d0f99ee,HOW COME ITS SO HARD TO FIND A GUY WITH THE SAME PASSION FOR LOVE AS FOR A WOMAN?? AM I EVER GOING TO SEE THE DAY! IM lonely yall!,negative,<sentiment: negative>HOW COME ITS SO HARD TO FIND A GUY WITH THE SAME PASSION FOR LOVE AS," it seems like everyone's looking for someone who's all in, but I'm still waiting for that someone who shares my fire","<sentiment: negative>HOW COME ITS SO HARD TO FIND A GUY WITH THE SAME PASSION FOR LOVE AS it seems like everyone's looking for someone who's all in, but I'm still waiting for that someone who shares my fire",FOR A WOMAN?? AM I EVER GOING TO SEE THE DAY! IM lonely yall!,0.3830735683441162
82369ff2a2, URGHHHHHHHHHH your makeing me cry,negative,<sentiment: negative>URGHHHHHHHH," my patience is wearing thin, and I'm at my wit's end","<sentiment: negative>URGHHHHHHHH my patience is wearing thin, and I'm at my wit's end",HH your makeing me cry,0.3830735683441162
46f859bacf," absolutely tru...the horror of it still washes ovr me sometimes if i think  abt the actual last days, but the gd memories go on",neutral,<sentiment: neutral>absolutely tru...the horror of it still washes ovr me sometimes," me too, the memories of that fateful night still linger, a reminder of the fragility of our community's safety","<sentiment: neutral>absolutely tru...the horror of it still washes ovr me sometimes me too, the memories of that fateful night still linger, a reminder of the fragility of our community's safety"," if i think  abt the actual last days, but the gd memories go on",0.3830735683441162
d3b70656cd,_marie:my heart goes out to you,negative,<sentiment: negative>_marie:my," my heart goes out to Marie, who's going through a tough time right now. Sending you love, support, and a big virtual hug.","<sentiment: negative>_marie:my my heart goes out to Marie, who's going through a tough time right now. Sending you love, support, and a big virtual hug.",heart goes out to you,0.3830735683441162
d6788e5a4f,_Inc Sounds good. I still like Fridays although it means for me that I have to go to work tomarrow,positive,<sentiment: positive>_Inc Sounds good. I still like Fridays although it," it's the end of the week, I'm already looking forward to the weekend and the chance to spend quality time with loved ones","<sentiment: positive>_Inc Sounds good. I still like Fridays although it it's the end of the week, I'm already looking forward to the weekend and the chance to spend quality time with loved ones",means for me that I have to go to work tomarrow,0.3830735683441162
bef904fa13, awww! you like anne curtis too tho rite?? it`s her soap thats gonna replace it!,neutral,<sentiment: neutral>awww! you like anne curtis too tho r," she's an amazing actress and a true icon in the Philippine entertainment industry, and I love how she's always been true to herself and her craft","<sentiment: neutral>awww! you like anne curtis too tho r she's an amazing actress and a true icon in the Philippine entertainment industry, and I love how she's always been true to herself and her craft",ite?? it`s her soap thats gonna replace it!,0.3830735683441162
5f72b7df41,Now have windows 7 up and running....very very happy  it`s got sum wicked new features http://bit.ly/jyWnz,positive,<sentiment: positive>Now have windows 7 up and running....very very happy  it," it's amazing how a little bit of patience and persistence can go a long way, isn't it?","<sentiment: positive>Now have windows 7 up and running....very very happy  it it's amazing how a little bit of patience and persistence can go a long way, isn't it?",s got sum wicked new features http://bit.ly/jyWnz,0.3830735683441162
43661e198b,"look up our youtube JessAndNicoleMusic, we are new, leave comments and subscribe  thankyou x",neutral,"<sentiment: neutral>look up our youtube JessAndNicoleMusic, we"," have a new music video dropping soon, and we can't wait for you all to see it!","<sentiment: neutral>look up our youtube JessAndNicoleMusic, we have a new music video dropping soon, and we can't wait for you all to see it!","are new, leave comments and subscribe  thankyou x",0.3830735683441162
2cc6d6b3e6,I need a break! I NEED KITKAT! haha!,positive,<sentiment: positive>I need a break! I NEED," a little R&R to recharge and refocus, so I can come back stronger than ever!","<sentiment: positive>I need a break! I NEED a little R&R to recharge and refocus, so I can come back stronger than ever!",KITKAT! haha!,0.3830735683441162
4ca97418b7, oh that totally works too,positive,<sentiment: positive>oh that," it's going to be an amazing day, full of new opportunities and possibilities","<sentiment: positive>oh that it's going to be an amazing day, full of new opportunities and possibilities", totally works too,0.3830735683441162
be2fadb2bc,PSA::::: Being that I`ve been usuing twiddict- my last 14 tweets have yet to show on the bored. Bare w me.,negative,<sentiment: negative>PSA::::: Being that I`ve been usuing twiddict- my," it for months now, I've come to realize that it's a complete waste of time and money.","<sentiment: negative>PSA::::: Being that I`ve been usuing twiddict- my it for months now, I've come to realize that it's a complete waste of time and money.",last 14 tweets have yet to show on the bored. Bare w me.,0.3830735683441162
1c0b70106f,"Did a historical Jesus ever exist? Im finding it hard to prove, its all hearsay accounts ... it bugs me ...",negative,<sentiment: negative>Did a historical Jesus ever exist? Im finding it hard to," believe in the myth of a single, divine figure when so much of our understanding of him is based on second-hand accounts and biased interpretations.","<sentiment: negative>Did a historical Jesus ever exist? Im finding it hard to believe in the myth of a single, divine figure when so much of our understanding of him is based on second-hand accounts and biased interpretations.","prove, its all hearsay accounts ... it bugs me ...",0.3830735683441162
4d9a27e25a, don`t you need a server and someone who knows how to program to use Wordpress? Love to but my knowledge is limited right now,neutral,<sentiment: neutral>don`t you need a server and someone who knows how to program," to set up a functional website, but it's not the only thing we're considering for our new initiative","<sentiment: neutral>don`t you need a server and someone who knows how to program to set up a functional website, but it's not the only thing we're considering for our new initiative", to use Wordpress? Love to but my knowledge is limited right now,0.3830735683441162
834651667b," so did you watch?  I`d forgottenmost of it, enjoyed re-seeing it, but paying for it today, my face doesnt bounce back anymore",positive,"<sentiment: positive>so did you watch?  I`d forgottenmost of it, enjoyed re"," watching the fireworks and the music brought back so many happy memories of summers past, and I'm grateful to have shared that experience with loved ones","<sentiment: positive>so did you watch?  I`d forgottenmost of it, enjoyed re watching the fireworks and the music brought back so many happy memories of summers past, and I'm grateful to have shared that experience with loved ones","-seeing it, but paying for it today, my face doesnt bounce back anymore",0.3830735683441162
688784c5a9,excited about this week! trying to have a productive monday. trying. hard.,positive,<sentiment: positive>excited about this week! trying to," stay focused and make the most of every moment, because I truly believe this week is going to be an incredible opportunity for growth and success!","<sentiment: positive>excited about this week! trying to stay focused and make the most of every moment, because I truly believe this week is going to be an incredible opportunity for growth and success!",have a productive monday. trying. hard.,0.3830735683441162
7d32d4866a, You are sooo lucky. My fiance is away w/the Marine Corps...haven`t even seen him yet!,positive,<sentiment: positive>You are sooo lucky. My fiance is away w," or serving our country, and I'm so grateful for his sacrifice.","<sentiment: positive>You are sooo lucky. My fiance is away w or serving our country, and I'm so grateful for his sacrifice.",/the Marine Corps...haven`t even seen him yet!,0.3830735683441162
0cbab4e443,[Sarah Mcglaclan song in background] Please donate to jpnnbak` fund of 'Dinero for the cable bill' think of how you will make her,neutral,<sentiment: neutral>[Sarah Mcglaclan song in background] Please donate to jpnnbak`," Supporting a great cause is always a personal choice, but if you're inspired by the music, consider making a donation to the JPNNBak foundation to help make a difference in the lives of those who need it most.","<sentiment: neutral>[Sarah Mcglaclan song in background] Please donate to jpnnbak` Supporting a great cause is always a personal choice, but if you're inspired by the music, consider making a donation to the JPNNBak foundation to help make a difference in the lives of those who need it most.",fund of 'Dinero for the cable bill' think of how you will make her,0.3830735683441162
d57bd01b7e,"omg, did anyone see the wee girl on bgt..!**** sucha shame",negative,"<sentiment: negative>omg, did anyone see the wee girl"," who was left crying on the sidewalk, completely alone after the storm swept through her neighborhood?","<sentiment: negative>omg, did anyone see the wee girl who was left crying on the sidewalk, completely alone after the storm swept through her neighborhood?",on bgt..!**** sucha shame,0.3830735683441162
a5912f5b7b,Gday... Do you know if NHibernate has issues with COM Interop (VB6 <-> .Net Wrapper <-> .Net+NHibernate dll)? I`m getting crazy,neutral,<sentiment: neutral>Gday... Do you know if NHibernate has issues with COM Interop (VB," It's worth noting that NHibernate can work with COM Interop, but some users have reported issues with it, especially when dealing with complex scenarios or large datasets. However, the community has also found ways to overcome these challenges, and it ultimately comes down to proper configuration and implementation.","<sentiment: neutral>Gday... Do you know if NHibernate has issues with COM Interop (VB It's worth noting that NHibernate can work with COM Interop, but some users have reported issues with it, especially when dealing with complex scenarios or large datasets. However, the community has also found ways to overcome these challenges, and it ultimately comes down to proper configuration and implementation.", <-> .Net Wrapper <-> .Net+NHibernate dll)? I`m getting crazy,0.3830735683441162
b0f7ac544d,hello..aint been tweetin all day cuz i had 2 switch things over 2 da new place. (exhausted and sick),negative,<sentiment: negative>hello..aint been tweetin all day cuz i had 2 switch, my internet was down and I'm still trying to catch up on all the tweets I missed,<sentiment: negative>hello..aint been tweetin all day cuz i had 2 switch my internet was down and I'm still trying to catch up on all the tweets I missed,things over 2 da new place. (exhausted and sick),0.3830735683441162
73fd2537e6,_g1986 a price drop would be nice  I want another one for a backup/blu-ray player.,positive,<sentiment: positive>_g1986 a price drop would be nice  I," especially after the recent inflation surge, a price drop would be a welcome relief for many hardworking Americans","<sentiment: positive>_g1986 a price drop would be nice  I especially after the recent inflation surge, a price drop would be a welcome relief for many hardworking Americans",want another one for a backup/blu-ray player.,0.3830735683441162
20f35978fb," I`m up wit cha!! Just got home from da reggae club, wishin I was sexin somebody!!!",positive,<sentiment: positive>I`m up wit cha!! Just got home from da, best workout ever! Nothing beats the rush of endorphins after a killer session at the gym,<sentiment: positive>I`m up wit cha!! Just got home from da best workout ever! Nothing beats the rush of endorphins after a killer session at the gym," reggae club, wishin I was sexin somebody!!!",0.3830735683441162
9a8cde88ea, I like how the binary code under your name says ZirconCode as well. XD It`s looking very nice. Better than before.,positive,<sentiment: positive>I like how the binary code under your name says ZirconCode, it's a nod to my love for coding and the sparkle of a gemstone that represents my unique approach to problem-solving,<sentiment: positive>I like how the binary code under your name says ZirconCode it's a nod to my love for coding and the sparkle of a gemstone that represents my unique approach to problem-solving, as well. XD It`s looking very nice. Better than before.,0.3830735683441162
9f48b1d3fa," I can`t get in, I`m in a waiting room",neutral,"<sentiment: neutral>I can`t get in,"," it seems like the doors are locked, I'll try checking the entrance again","<sentiment: neutral>I can`t get in, it seems like the doors are locked, I'll try checking the entrance again", I`m in a waiting room,0.3830735683441162
79bd7de23f, LOL! Glad you like it!,positive,<sentiment: positive>LOL! Glad, we're all having a great day and making memories that will last a lifetime!,<sentiment: positive>LOL! Glad we're all having a great day and making memories that will last a lifetime!, you like it!,0.3830735683441162
6b3c3e22d5, I didnt save those links! I dont need distractions.. I just need motivation,neutral,<sentiment: neutral>I didnt save those links! I, guess I'll just have to recreate them later,<sentiment: neutral>I didnt save those links! I guess I'll just have to recreate them later, dont need distractions.. I just need motivation,0.3830735683441162
b411bd3afb,Ugh our two week push to produce a six pack has produced nothing but pain!,negative,<sentiment: negative>Ugh our two week push to produce," has been a complete and utter disaster, with missed deadlines and unmet expectations at every turn.","<sentiment: negative>Ugh our two week push to produce has been a complete and utter disaster, with missed deadlines and unmet expectations at every turn.",a six pack has produced nothing but pain!,0.3830735683441162
469196b094,can sum1 tells me how 2 vote 4 miley? it seems sum peeple r still voting i went 2 mtv.com nd it seems i cant vote,neutral,<sentiment: neutral>can sum1 tells me how 2 vote 4 miley? it seems sum," like a lot of people are still deciding, but if you're a fan of Miley Cyrus, you might want to consider her stances on social justice and environmental issues when making your decision.","<sentiment: neutral>can sum1 tells me how 2 vote 4 miley? it seems sum like a lot of people are still deciding, but if you're a fan of Miley Cyrus, you might want to consider her stances on social justice and environmental issues when making your decision.",peeple r still voting i went 2 mtv.com nd it seems i cant vote,0.3830735683441162
7b65a847b6, .. thanks dear.. wish you the best too,positive,<sentiment: positive>.. thanks dear..," you're welcome, it means the world to me","<sentiment: positive>.. thanks dear.. you're welcome, it means the world to me", wish you the best too,0.3830735683441162
cc28178ef0, I said hi to u,neutral,<sentiment: neutral>I said, that I had a lot on my mind,<sentiment: neutral>I said that I had a lot on my mind, hi to u,0.3830735683441162
4200e8b73c,OMG - Madness Just Came On The Radio,negative,<sentiment: negative>OMG - Madness," is erupting in our streets, and it's heartbreaking to see so many families torn apart by senseless violence and division.","<sentiment: negative>OMG - Madness is erupting in our streets, and it's heartbreaking to see so many families torn apart by senseless violence and division.",Just Came On The Radio,0.3830735683441162
77a7b3282b,_mommy oh  well i hope she gets better,positive,<sentiment: positive>_mommy oh ," my heart is full of love and gratitude for the most selfless, caring, and amazing mom in the world, who always puts others before herself and shows me what it means to truly love unconditionally.","<sentiment: positive>_mommy oh  my heart is full of love and gratitude for the most selfless, caring, and amazing mom in the world, who always puts others before herself and shows me what it means to truly love unconditionally.",well i hope she gets better,0.3830735683441162
76b40b8c3d, http://twitpic.com/1aida - snood,neutral,<sentiment: neutral>http://twitpic.com, just sharing a photo from our community event,<sentiment: neutral>http://twitpic.com just sharing a photo from our community event,/1aida - snood,0.3830735683441162
1b6fe730fd,"maybe going to see the hannah montana movie todaaaay  i`ve seen it one time before, but can`t wait to see it again!!",positive,<sentiment: positive>maybe going to see the hannah montana movie todaaaay  i`," it's going to be a totally awesome day, and I'm so stoked to spend it watching one of my favorite childhood movies with friends","<sentiment: positive>maybe going to see the hannah montana movie todaaaay  i` it's going to be a totally awesome day, and I'm so stoked to spend it watching one of my favorite childhood movies with friends","e seen it one time before, but can`t wait to see it again!!",0.3830735683441162
2a04e6e839,Managed to find a bottle of Pimm`s! If only we had the weather to go with it,neutral,<sentiment: neutral>Managed to find a bottle of Pimm`s!, Now to find the perfect combination of lemonade and garnishes to make it a refreshing summer evening,<sentiment: neutral>Managed to find a bottle of Pimm`s! Now to find the perfect combination of lemonade and garnishes to make it a refreshing summer evening,If only we had the weather to go with it,0.3830735683441162
f944be482a,_its_sarah Congrats Sarah!!!!! thats awsum,positive,<sentiment: positive>_its_sarah Cong," really great to meet you too, Sarah!","<sentiment: positive>_its_sarah Cong really great to meet you too, Sarah!",ats Sarah!!!!! thats awsum,0.3830735683441162
d461b50edb,"really bored today. just ate a bowl ful of rasberries and grapes, now i`m waiting for my dinner",negative,<sentiment: negative>really bored today. just ate a bowl ful of ras," lly regret that bland, unfulfilling meal now, and I'm craving something with a bit more flavor and excitement in my life","<sentiment: negative>really bored today. just ate a bowl ful of ras lly regret that bland, unfulfilling meal now, and I'm craving something with a bit more flavor and excitement in my life","erries and grapes, now i`m waiting for my dinner",0.3830735683441162
d8ab713a6a,my it teacher made the lamest joke today about darth vaders birthday cuz it was may 4th. lol i love it. Happy STAR WARS Day everyone!  !!!,positive,<sentiment: positive>my it teacher made the lamest joke today about darth vaders birthday cuz it was,"  actually the funniest thing I've heard all week, it had me laughing so hard I snorted my coffee out my nose","<sentiment: positive>my it teacher made the lamest joke today about darth vaders birthday cuz it was  actually the funniest thing I've heard all week, it had me laughing so hard I snorted my coffee out my nose",may 4th. lol i love it. Happy STAR WARS Day everyone!  !!!,0.3830735683441162
e838d1f366, Oh It was marathon ****? mahasha,neutral,<sentiment: neutral>Oh It was marathon," time, and I'm still feeling a bit drained, but the sense of accomplishment is amazing","<sentiment: neutral>Oh It was marathon time, and I'm still feeling a bit drained, but the sense of accomplishment is amazing", ****? mahasha,0.3830735683441162
885b8f47f7, yes sir i sure did.,neutral,<sentiment: neutral>yes sir i, will do my best to assist you with that request,<sentiment: neutral>yes sir i will do my best to assist you with that request, sure did.,0.3830735683441162
ac3b9688c6, Very very very very cool.  http://www.inbflat.net/ More details? How it was made? Please tell,positive,<sentiment: positive>Very very very very cool.  http://www.inb, exciting to see this amazing new development! The innovative ideas and progress being made are truly inspiring and a testament to what we can achieve when we work together towards a brighter future.,<sentiment: positive>Very very very very cool.  http://www.inb exciting to see this amazing new development! The innovative ideas and progress being made are truly inspiring and a testament to what we can achieve when we work together towards a brighter future.,flat.net/ More details? How it was made? Please tell,0.3830735683441162
0f93a7a6ff, That`s the one. I wish I have a video compilation of `s thrusting,positive,<sentiment: positive>That`s the one. I wish I," could go back in time and relive that moment all over again, it was truly unforgettable","<sentiment: positive>That`s the one. I wish I could go back in time and relive that moment all over again, it was truly unforgettable", have a video compilation of `s thrusting,0.3830735683441162
9a38abcf54, Congrats to Howie! I hope you bring little James to germany soon  Wish you all the best for your family!,positive,<sentiment: positive>Congrats to Howie! I hope you bring little James," home the championship title tonight and make all his loved ones proud, especially his little one, James, who's probably beaming with pride right now!","<sentiment: positive>Congrats to Howie! I hope you bring little James home the championship title tonight and make all his loved ones proud, especially his little one, James, who's probably beaming with pride right now!", to germany soon  Wish you all the best for your family!,0.3830735683441162
863e09ee74, have fun!  i am sad to not be with you guys,neutral,<sentiment: neutral>have fun!  i am, looking forward to seeing what the day brings,<sentiment: neutral>have fun!  i am looking forward to seeing what the day brings, sad to not be with you guys,0.3830735683441162
9501aabea3,my guinea pig died today,negative,<sentiment: negative>my guinea," guinea pig has been sick for weeks and I'm at my wit's end, the vet bills are piling up and I'm worried I won't be able to give it the care it needs","<sentiment: negative>my guinea guinea pig has been sick for weeks and I'm at my wit's end, the vet bills are piling up and I'm worried I won't be able to give it the care it needs",pig died today,0.3830735683441162
40ada63a36,Have a huge block of snack chocolate here. Tis calling my name already,neutral,<sentiment: neutral>Have a huge block of snack chocolate, ...but I'm trying to cut back on sweets this month,<sentiment: neutral>Have a huge block of snack chocolate ...but I'm trying to cut back on sweets this month,here. Tis calling my name already,0.3830735683441162
c956722677,My room is too hot to sleep in.,negative,<sentiment: negative>My room is too," small and cluttered, it's time for a major decluttering session to create a peaceful sanctuary","<sentiment: negative>My room is too small and cluttered, it's time for a major decluttering session to create a peaceful sanctuary",hot to sleep in.,0.3830735683441162
1c6ce0a7e3," Possibly, yes.",positive,<sentiment: positive>Possibly," the best is yet to come, and I'm excited to see what the future holds for our great nation","<sentiment: positive>Possibly the best is yet to come, and I'm excited to see what the future holds for our great nation",", yes.",0.3830735683441162
5648799bc4,_Ellen and she`s 9.5 and a rescue.. bad hips.    She deserves pampering!  She`s full of life though!!,neutral,<sentiment: neutral>_Ellen and she`s 9.5 and a rescue.. bad hips, ...but she's still got a heart of gold and a spirit that's twice her age,<sentiment: neutral>_Ellen and she`s 9.5 and a rescue.. bad hips ...but she's still got a heart of gold and a spirit that's twice her age,    She deserves pampering!  She`s full of life though!!,0.3830735683441162
59fd038492,will play quake3 in 3min,neutral,<sentiment: neutral>will play quake3, and see if I can finally beat my high score,<sentiment: neutral>will play quake3 and see if I can finally beat my high score,in 3min,0.3830735683441162
0ef8ddf4a1, Hope it went well! Was rooting for you both from the (not so) comfort(able world) of PhD application form-filling-in  ****,positive,<sentiment: positive>Hope it went well! Was rooting for you both from the (not so," far away, and I'm so proud of the amazing work you both did today!","<sentiment: positive>Hope it went well! Was rooting for you both from the (not so far away, and I'm so proud of the amazing work you both did today!",) comfort(able world) of PhD application form-filling-in  ****,0.3830735683441162
50ba66785b, go on msn. i need to talk to you about something that happened today,neutral,<sentiment: neutral>go on msn. i need to," get some work done today, so I'm heading to the office to tackle my tasks and stay productive","<sentiment: neutral>go on msn. i need to get some work done today, so I'm heading to the office to tackle my tasks and stay productive", talk to you about something that happened today,0.3830735683441162
827fa68ce4,It`s just a click without subscription needed  Vote for my tweet on http://openzap.com/ (in today best list),positive,<sentiment: positive>It`s just a click without subscription needed  Vote for my tweet," and help spread the word, no strings attached - let's make a difference together!","<sentiment: positive>It`s just a click without subscription needed  Vote for my tweet and help spread the word, no strings attached - let's make a difference together!",on http://openzap.com/ (in today best list),0.3830735683441162
a60b818d1d,Goodnight tweeps.,positive,<sentiment: positive>Goodnight," everyone, may tonight bring you peace, rest, and sweet dreams","<sentiment: positive>Goodnight everyone, may tonight bring you peace, rest, and sweet dreams",tweeps.,0.3830735683441162
316a1d0f4c," aww, we will miss you.  At least you get to go home right?",negative,"<sentiment: negative>aww, we will miss you. "," it's hard to say goodbye to someone who's been such a big part of our lives, but we're grateful for the memories and the impact you've had on our community","<sentiment: negative>aww, we will miss you.  it's hard to say goodbye to someone who's been such a big part of our lives, but we're grateful for the memories and the impact you've had on our community", At least you get to go home right?,0.3830735683441162
1dc7f3d536, What are those barrels made of? Hey pass that barrel,neutral,<sentiment: neutral>What are those barrels made," of, they're used for storing and transporting various liquids and gases, but I'm not entirely sure what specific type they are","<sentiment: neutral>What are those barrels made of, they're used for storing and transporting various liquids and gases, but I'm not entirely sure what specific type they are", of? Hey pass that barrel,0.3830735683441162
c08d28468b, Thanks for adding me,positive,<sentiment: positive>Thanks, it's all thanks to the incredible hard work and dedication of our amazing team!,<sentiment: positive>Thanks it's all thanks to the incredible hard work and dedication of our amazing team!, for adding me,0.3830735683441162
043c3b53f8,can`t wait to watch the next season of heroes,positive,<sentiment: positive>can`t wait to watch," the fireworks display tonight with my family, it's going to be an unforgettable experience!","<sentiment: positive>can`t wait to watch the fireworks display tonight with my family, it's going to be an unforgettable experience!",the next season of heroes,0.3830735683441162
5fc6e71643,"Bored, making a mothers day card",neutral,"<sentiment: neutral>Bored, making"," my way through the day, one task at a time","<sentiment: neutral>Bored, making my way through the day, one task at a time",a mothers day card,0.3830735683441162
27829d97bd,"'sometime around midnight' by The Airborne Toxic Event, literally cannot escape it. FML",negative,<sentiment: negative>'sometime around midnight' by The Air," is when the darkness creeps in and the city's silence is deafening, a haunting reminder of the evil that lurks in the shadows","<sentiment: negative>'sometime around midnight' by The Air is when the darkness creeps in and the city's silence is deafening, a haunting reminder of the evil that lurks in the shadows","orne Toxic Event, literally cannot escape it. FML",0.3830735683441162
603a6f30be,I think Max (my cat) may really be gone,neutral,<sentiment: neutral>I think Max (my," best friend from college is doing great, but I haven't spoken to him in a while and I'm not sure how to reach out.","<sentiment: neutral>I think Max (my best friend from college is doing great, but I haven't spoken to him in a while and I'm not sure how to reach out.",cat) may really be gone,0.3830735683441162
f13fd6b067,`m working on a logo on photoshop & it didn`t work out..  hehe.. try again lah..,neutral,<sentiment: neutral>`m working on a logo on photoshop & it didn," trying to get the colors just right, but it's taking longer than expected","<sentiment: neutral>`m working on a logo on photoshop & it didn trying to get the colors just right, but it's taking longer than expected",t work out..  hehe.. try again lah..,0.3830735683441162
6bda8dca4d, I have a bird living with me.  So I have to find other ways to kill these **** things beside the exterminator.   #vegas it sucks,negative,<sentiment: negative>I have a bird living with me.  So I have to find other ways," to deal with the noise and mess it makes, but honestly, it's just not worth it.","<sentiment: negative>I have a bird living with me.  So I have to find other ways to deal with the noise and mess it makes, but honestly, it's just not worth it.", to kill these **** things beside the exterminator.   #vegas it sucks,0.3830735683441162
b70db9bf31,oowww...why do wisdom teeth hurt so much,negative,<sentiment: negative>oowww...why," my heart is breaking for those affected by this devastating news, and I'm left wondering how something so tragic could have happened","<sentiment: negative>oowww...why my heart is breaking for those affected by this devastating news, and I'm left wondering how something so tragic could have happened",do wisdom teeth hurt so much,0.3830735683441162
c9980ac0cd, airsoft is so much fun! i play with my brothers and it`s a great bonding experience.,positive,<sentiment: positive>airsoft is so much fun! i play with," my friends every weekend and we always have the best time, whether we're battling it out in a game of capture the flag or just running around in a free-for-all","<sentiment: positive>airsoft is so much fun! i play with my friends every weekend and we always have the best time, whether we're battling it out in a game of capture the flag or just running around in a free-for-all", my brothers and it`s a great bonding experience.,0.3830735683441162
8798f0a924,You know who helps me almost everyday?  ,neutral,<sentiment: neutral>You know who helps, the people who make a difference are often the ones who go unnoticed,<sentiment: neutral>You know who helps the people who make a difference are often the ones who go unnoticed,me almost everyday?  ,0.3830735683441162
edef93288d,Just saw half the RRO staff walk by...sadly I didn`t see  or ,negative,<sentiment: negative>Just saw half the RRO staff walk by," without even acknowledging me, it's like I'm invisible","<sentiment: negative>Just saw half the RRO staff walk by without even acknowledging me, it's like I'm invisible",..sadly I didn`t see  or ,0.3830735683441162
9f345b18c5," Totally agree, she wasn`t even as good as the judges said wither! Just said it to make her feel better",neutral,"<sentiment: neutral>Totally agree, she wasn`t even as good as the"," last one, but I still think she brought some fresh ideas to the table","<sentiment: neutral>Totally agree, she wasn`t even as good as the last one, but I still think she brought some fresh ideas to the table", judges said wither! Just said it to make her feel better,0.3830735683441162
5f857f8279,"wants to listen to musiq soulchild, but it is not on the iPod",neutral,<sentiment: neutral>wants to listen to musiq soul, and appreciate the soulful melodies that transport us to a different time and place,<sentiment: neutral>wants to listen to musiq soul and appreciate the soulful melodies that transport us to a different time and place,"hild, but it is not on the iPod",0.3830735683441162
391211cd64,Didn`t meet Rosie O Donnell but it was still a fun night,positive,<sentiment: positive>Didn`t meet Rosie O Donnell," but I've always admired her passion and dedication to social justice, and I'm a huge fan of her advocacy work","<sentiment: positive>Didn`t meet Rosie O Donnell but I've always admired her passion and dedication to social justice, and I'm a huge fan of her advocacy work",but it was still a fun night,0.3830735683441162
b01c4cd28a," that`s me right now, all I can do is stare at everyone else working on thier laptops",neutral,"<sentiment: neutral>that`s me right now, all I can do", is take things one step at a time and focus on finding a solution,"<sentiment: neutral>that`s me right now, all I can do is take things one step at a time and focus on finding a solution", is stare at everyone else working on thier laptops,0.3830735683441162
3a92bdf00a, they have nice cakes  why can`t I like them? Haha and you should! That`s sooo gayy though,positive,<sentiment: positive>they have nice cakes  why can`t I like them?," because everyone deserves a slice of happiness, and it's time we give ourselves permission to enjoy the sweet treats that bring us joy","<sentiment: positive>they have nice cakes  why can`t I like them? because everyone deserves a slice of happiness, and it's time we give ourselves permission to enjoy the sweet treats that bring us joy", Haha and you should! That`s sooo gayy though,0.3830735683441162
d24ea15375,It was sunny when I entered the sub-basement.  Now it`s raining.,neutral,<sentiment: neutral>It was sunny when I entered the sub-b," the office this morning, but now the clouds are rolling in","<sentiment: neutral>It was sunny when I entered the sub-b the office this morning, but now the clouds are rolling in",sement.  Now it`s raining.,0.3830735683441162
c3c168bc80,Orange vitamin water 10 is my new addiction  U should try it.,neutral,<sentiment: neutral>Orange vitamin water 10 is my, a go-to choice for a refreshing pick-me-up after a long day,<sentiment: neutral>Orange vitamin water 10 is my a go-to choice for a refreshing pick-me-up after a long day,new addiction  U should try it.,0.3830735683441162
189ea0d26f,  yay thanku! *hugs*,positive,<sentiment: positive>yay thanku," you're welcome, it really means a lot to me!","<sentiment: positive>yay thanku you're welcome, it really means a lot to me!",u! *hugs*,0.3830735683441162
fa117106ef,  so what was said??  I`m so bummed I missed it!.  *sigh* I want to go to california,negative,<sentiment: negative>so what was said??  I`m so bummed I, missed the meeting and I'm really disappointed in myself for not being there to represent our team,<sentiment: negative>so what was said??  I`m so bummed I missed the meeting and I'm really disappointed in myself for not being there to represent our team,I missed it!.  *sigh* I want to go to california,0.3830735683441162
f66bda14c6,ÃÂ¯ÃÂ¿ÃÂ½ÃÂ¯ÃÂ¿ÃÂ½We are ready for the new generation!!...Oh yeah...We are a Backstreet fans and we are proud about it!!,positive,<sentiment: positive>Ã¯Â¿Â½Ã¯Â¿Â½We are ready for the new generation!!," to take the reins, to lead the way, and to shape a brighter future for all of us!","<sentiment: positive>Ã¯Â¿Â½Ã¯Â¿Â½We are ready for the new generation!! to take the reins, to lead the way, and to shape a brighter future for all of us!",eneration!!...Oh yeah...We are a Backstreet fans and we are proud about it!!,0.3830735683441162
